,price,address,street,agency,irl,Living area,Rooms,interior,garden area,postcode,date,plot area,Year of construction,status,latitude,longitude,city,state,deal,url,link
32,1650.0,1011 HS Amsterdam (Nieuwmarkt/Lastage),Apartment Groenburgwal 47 3,Van Keulen Beheer B.V.,/apartment-for-rent/amsterdam/c0776279/groenburgwal,40,2,Upholstered,0.0,1011HS,2021-08-23,0,0,Free,52.3686079883721,4.898277674418605,Centrum, Amsterdam,2.5454545454545454,https://www.pararius.com/apartment-for-rent/amsterdam/c0776279/groenburgwal,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/amsterdam/c0776279/groenburgwal>Apartment Groenburgwal 47 3</a>
33,3000.0,1098 KV Amsterdam (Middenmeer),Apartment Wethouder Frankeweg,Out Amsterdam,/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg,150,4,Furnished,0.0,1098KV,2021-08-23,0,0,Free,52.351339964000005,4.935668644000001,Amsterdam, Noord-Holland,5.133333333333334,https://www.pararius.com/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/amsterdam/efb2d4b5/wethouder-frankeweg>Apartment Wethouder Frankeweg</a>
34,995.0,3083 EB Rotterdam (Zuidplein),Apartment Pleinweg,Rent an Apartment,/apartment-for-rent/rotterdam/b28a7fef/pleinweg,64,3,Upholstered,0.0,3083EB,2021-08-23,0,1990,Free,51.88943218235294,4.487678947058821,Rotterdam, Zuid-Holland,6.733668341708543,https://www.pararius.com/apartment-for-rent/rotterdam/b28a7fef/pleinweg,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/rotterdam/b28a7fef/pleinweg>Apartment Pleinweg</a>
35,650.0,2315 JT Leiden (De Kooi),Studio Lage Rijndijk 10 E,RE/MAX Makelaarsgilde Leiden,/studio-for-rent/leiden/92b7b425/lage-rijndijk,26,1,Upholstered,0.0,2315JT,2021-08-23,0,0,Free,52.16170242941176,4.506731211764706,Leiden, Zuid-Holland,4.153846153846154,https://www.pararius.com/studio-for-rent/leiden/92b7b425/lage-rijndijk,<a target='_blank' href=https://www.pararius.com/studio-for-rent/leiden/92b7b425/lage-rijndijk>Studio Lage Rijndijk 10 E</a>
36,2000.0,3043 TW Rotterdam (Overschie),Apartment Rodenburgstraat,HouseHunting Rotterdam,/apartment-for-rent/rotterdam/8db61640/rodenburgstraat,86,5,Upholstered,0.0,3043TW,2021-08-23,0,1930,Free,51.94293266923077,4.421664761538462,Rotterdam, Zuid-Holland,4.55,https://www.pararius.com/apartment-for-rent/rotterdam/8db61640/rodenburgstraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/rotterdam/8db61640/rodenburgstraat>Apartment Rodenburgstraat</a>
37,1800.0,3078 BX Rotterdam (Groot IJsselmonde),Apartment Oldenhagen,Just Stay Apartments,/apartment-for-rent/rotterdam/b32c5a3e/oldenhagen,50,3,Furnished,0.0,3078BX,2021-08-23,0,0,Free,51.88725672093023,4.554118369767441,IJsselmonde, Rotterdam,2.9444444444444446,https://www.pararius.com/apartment-for-rent/rotterdam/b32c5a3e/oldenhagen,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/rotterdam/b32c5a3e/oldenhagen>Apartment Oldenhagen</a>
38,1700.0,2271 BS Voorburg (Voorburg Oud zuid),Apartment Zwartelaan,Just Stay Apartments,/apartment-for-rent/voorburg/d783b32f/zwartelaan,88,1,Furnished,0.0,2271BS,2021-08-23,0,0,Free,52.06768751578948,4.359674221052631,Voorburg, Leidschendam-Voorburg,5.235294117647059,https://www.pararius.com/apartment-for-rent/voorburg/d783b32f/zwartelaan,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/voorburg/d783b32f/zwartelaan>Apartment Zwartelaan</a>
39,550.0,2516 HE Den Haag (Noordpolderbuurt),Apartment Rijswijkseweg,Immovita,/apartment-for-rent/den-haag/4efe2f9c/rijswijkseweg,15,2,Upholstered,0.0,2516HE,2021-08-23,0,0,Free,52.06272663030303,4.331837657575757,Den Haag, Zuid-Holland,3.090909090909091,https://www.pararius.com/apartment-for-rent/den-haag/4efe2f9c/rijswijkseweg,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/den-haag/4efe2f9c/rijswijkseweg>Apartment Rijswijkseweg</a>
40,2250.0,1078 KE Amsterdam (Scheldebuurt),Apartment Krammerstraat,Expats. Amsterdam Rentals ,/apartment-for-rent/amsterdam/eb0295f3/krammerstraat,75,3,Furnished,0.0,1078KE,2021-08-23,0,0,Free,52.34593595517243,4.88765737586207,Amsterdam, Noord-Holland,3.466666666666667,https://www.pararius.com/apartment-for-rent/amsterdam/eb0295f3/krammerstraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/amsterdam/eb0295f3/krammerstraat>Apartment Krammerstraat</a>
41,1195.0,1069 WZ Amsterdam (De Punt),Apartment Inlaagstraat 16 1,HousingNet,/apartment-for-rent/amsterdam/81f57e23/inlaagstraat,60,3,Upholstered,0.0,1069WZ,2021-08-23,0,2016,Free,52.3584690875,4.78572305,Amsterdam, Noord-Holland,5.2719665271966525,https://www.pararius.com/apartment-for-rent/amsterdam/81f57e23/inlaagstraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/amsterdam/81f57e23/inlaagstraat>Apartment Inlaagstraat 16 1</a>
42,1650.0,1059 CZ Amsterdam (Hoofddorppleinbuurt),Apartment Heemstedestraat,RKZ Makelaars,/apartment-for-rent/amsterdam/5dd99bd3/heemstedestraat,54,2,Upholstered,15.0,1059CZ,2021-08-23,0,1933,Free,52.35144468965518,4.847129296551723,Amsterdam, Noord-Holland,4.303030303030303,https://www.pararius.com/apartment-for-rent/amsterdam/5dd99bd3/heemstedestraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/amsterdam/5dd99bd3/heemstedestraat>Apartment Heemstedestraat</a>
43,1750.0,1032 LL Amsterdam (Noordelijke IJ-oevers West),Apartment Ridderspoorweg,Expats. Amsterdam Rentals ,/apartment-for-rent/amsterdam/1ba072f7/ridderspoorweg,75,2,Furnished,0.0,1032LL,2021-08-23,0,0,Free,52.39627260949366,4.904621882911394,Amsterdam, Noord-Holland,4.4,https://www.pararius.com/apartment-for-rent/amsterdam/1ba072f7/ridderspoorweg,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/amsterdam/1ba072f7/ridderspoorweg>Apartment Ridderspoorweg</a>
44,1450.0,2202 NR Noordwijk (De Noord),House Beatrixstraat 22,Bonnike Makelaardij,/house-for-rent/noordwijk-zh/5a7af409/beatrixstraat,125,7,Upholstered,0.0,2202NR,2021-08-23,0,1965,Free,52.24921192941177,4.4392979735294125,Noordwijk, Zuid-Holland,9.10344827586207,https://www.pararius.com/house-for-rent/noordwijk-zh/5a7af409/beatrixstraat,<a target='_blank' href=https://www.pararius.com/house-for-rent/noordwijk-zh/5a7af409/beatrixstraat>House Beatrixstraat 22</a>
45,1550.0,3573 AG Utrecht (Voordorp en Voorveldsepolder),Apartment Aartsbisschop Romerostraat,Interhouse verhuurmakelaars Utrecht,/apartment-for-rent/utrecht/24748853/aartsbisschop-romerostraat,74,3,Furnished,0.0,3573AG,2021-08-23,0,1991,Free,52.10713503846153,5.144222869230769,Utrecht, Nederland,4.967741935483871,https://www.pararius.com/apartment-for-rent/utrecht/24748853/aartsbisschop-romerostraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/utrecht/24748853/aartsbisschop-romerostraat>Apartment Aartsbisschop Romerostraat</a>
46,1450.0,3544 ML Utrecht (Het Zand-West),Apartment Eschersingel,Interhouse verhuurmakelaars Utrecht,/apartment-for-rent/utrecht/e56841f3/eschersingel,73,3,Upholstered,0.0,3544ML,2021-08-23,0,2008,Free,52.097139639772735,5.040770665909092,Utrecht, Nederland,5.241379310344827,https://www.pararius.com/apartment-for-rent/utrecht/e56841f3/eschersingel,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/utrecht/e56841f3/eschersingel>Apartment Eschersingel</a>
47,675.0,6301 HB Valkenburg (Valkenburg),Apartment Lindenlaan,Kracht Makelaars,/apartment-for-rent/valkenburg-lb/31fa5230/lindenlaan,42,4,Upholstered,0.0,6301HB,2021-08-23,0,0,Free,50.86594232222222,5.83201335,Valkenburg, Valkenburg aan de Geul,6.814814814814815,https://www.pararius.com/apartment-for-rent/valkenburg-lb/31fa5230/lindenlaan,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/valkenburg-lb/31fa5230/lindenlaan>Apartment Lindenlaan</a>
48,870.0,6217 BX Maastricht (Malpertuis),Apartment Cantecleerstraat,Kracht Makelaars,/apartment-for-rent/maastricht/ce82d5dd/cantecleerstraat,70,4,Upholstered,0.0,6217BX,2021-08-23,0,2001,Free,50.85700123043479,5.661592126086956,Maastricht, Limburg,8.505747126436782,https://www.pararius.com/apartment-for-rent/maastricht/ce82d5dd/cantecleerstraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/maastricht/ce82d5dd/cantecleerstraat>Apartment Cantecleerstraat</a>
49,1100.0,2587 SE Den Haag (Belgisch Park),Apartment Harstenhoekweg 67,The Hague Real Estate Services,/apartment-for-rent/den-haag/64a71ca1/harstenhoekweg,80,3,Furnished,0.0,2587SE,2021-08-23,0,1907,Free,52.11202621333334,4.287251370000001,Den Haag, Zuid-Holland,7.545454545454546,https://www.pararius.com/apartment-for-rent/den-haag/64a71ca1/harstenhoekweg,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/den-haag/64a71ca1/harstenhoekweg>Apartment Harstenhoekweg 67</a>
50,900.0,2565 LM Den Haag (Bomenbuurt),Apartment Ieplaan 32 E,The Hague Real Estate Services,/apartment-for-rent/den-haag/a4252bd4/ieplaan,32,2,Furnished,0.0,2565LM,2021-08-23,0,2010,Free,52.07985965789473,4.274578289473684,Den Haag, Zuid-Holland,3.7777777777777777,https://www.pararius.com/apartment-for-rent/den-haag/a4252bd4/ieplaan,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/den-haag/a4252bd4/ieplaan>Apartment Ieplaan 32 E</a>
51,1850.0,2581 AG Den Haag (Statenkwartier),Apartment Van Boetzelaerlaan 113,The Hague Real Estate Services,/apartment-for-rent/den-haag/3d40221e/van-boetzelaerlaan,91,2,Upholstered,27.0,2581AG,2021-08-23,0,1917,Free,52.09010071875,4.27187715,Den Haag, Zuid-Holland,6.486486486486487,https://www.pararius.com/apartment-for-rent/den-haag/3d40221e/van-boetzelaerlaan,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/den-haag/3d40221e/van-boetzelaerlaan>Apartment Van Boetzelaerlaan 113</a>
52,1150.0,2518 HL Den Haag (Zeeheldenkwartier),Apartment Prins Hendrikstraat,The Real Estate Company,/apartment-for-rent/den-haag/8e6497ea/prins-hendrikstraat,28,1,Furnished,0.0,2518HL,2021-08-23,0,1900,Free,52.08168132499999,4.292601127777778,Den Haag, Zuid-Holland,2.5217391304347827,https://www.pararius.com/apartment-for-rent/den-haag/8e6497ea/prins-hendrikstraat,<a target='_blank' href=https://www.pararius.com/apartment-for-rent/den-haag/8e6497ea/prins-hendrikstraat>Apartment Prins Hendrikstraat</a>
